0.96, 2021-01-17 10:03:49, 
0.96, 2021-01-17 09:13:34, 
0.91, 2021-01-17 08:13:33, 
0.94, 2021-01-17 07:43:32, 
0.95, 2021-01-17 07:13:31, 
0.94, 2021-01-17 06:43:30, 
0.88, 2021-01-17 06:13:30, 
0.9, 2021-01-17 05:43:29, 
0.91, 2021-01-17 05:13:28, 
0.92, 2021-01-17 04:24:45, 
0.95, 2021-01-17 03:54:44, 
0.93, 2021-01-17 03:24:43, 
0.95, 2021-01-17 02:54:42, 
0.96, 2021-01-17 01:56:07,
0.93, 2021-01-18 08:25:03, 
0.92, 2021-01-18 07:55:02, 
0.94, 2021-01-18 07:25:01, 
0.94, 2021-01-18 06:49:06, 
0.99, 2021-01-18 05:47:47, 
0.97, 2021-01-18 05:04:51, 
0.93, 2021-01-18 04:34:03, 
0.97, 2021-01-18 04:04:02, 
0.92, 2021-01-18 03:31:42, 
0.93, 2021-01-18 03:01:41, 
0.94, 2021-01-18 02:31:40, 
0.96, 2021-01-18 02:01:39, 
0.91, 2021-01-18 01:31:11,
